crn,course,students_count,average_gpa,year,semester,professor
70064,2611,151,3.56,2020,Spring,"Deterding, R"
43124,2612,32,3.76,2020,Spring,"Kaczorowski, J"
10074,2613,490,3.73,2020,Spring,
66860,2613,327,2.88,2020,Spring,
67045,2613,69,3.37,2020,Spring,"Daniels, T"
68063,2614,297,3.65,2020,Spring,"Morris, L"
68066,2615,488,2.24,2020,Spring,"Wachter, C"
50250,2616,462,2.42,2020,Spring,"Raycraft, M"
57494,2617,344,2.3,2020,Spring,"Welty-Peachey, J"
68069,2617,476,3.23,2020,Spring,"Stewart, W"
68070,2618,383,3.6,2020,Spring,"Stewart, W"
70858,2619,442,2.5,2020,Spring,"Huang, Z"
59737,2620,375,3.53,2020,Spring,"Payne, L"
43130,2621,221,2.09,2020,Spring,"Payne, L"
33723,2622,150,3.38,2020,Spring,"Hoppe, N;Ivashkiv, R"
40263,2622,368,2.2,2020,Spring,"Goldsmith, J;Ivashkiv, R"
66649,2623,217,2.94,2020,Spring,"Ivashkiv, R;Orengo, S"
34122,2624,380,3.54,2020,Spring,"Sobol, V"
34107,2624,32,2.48,2020,Spring,"Sobol, V"
10348,2625,117,3.46,2020,Spring,
34104,2626,99,3.61,2020,Spring,"Davies Brenier, L;Ivashkiv, R"
34124,2627,357,2.45,2020,Spring,"Fedjanina, M;Ivashkiv, R"
45833,2628,458,3.16,2020,Spring,"Tempest, R"
67633,2629,142,3.63,2020,Spring,"Taghaboni-Dutta, F"
67637,2630,363,3.72,2020,Spring,"Duff, B"
67636,2631,463,3.36,2020,Spring,"Vargas, P"
67638,2632,35,3.26,2020,Spring,"Nelson, M"
39151,2633,457,2.09,2020,Spring,"Brusi, F"
45904,2634,246,3.1,2020,Spring,"Malekin, B"
70219,2635,214,2.44,2020,Spring,"Hoefig, V"
59823,2636,66,2.21,2020,Spring,"Webster, C"
59831,2636,89,2.88,2020,Spring,"Webster, C"
10369,2637,349,3.93,2020,Spring,
56877,2637,215,2.55,2020,Spring,
66888,2638,32,3.32,2020,Spring,"Goldstein, M"
66879,2638,338,3.42,2020,Spring,"Goldstein, M"
66880,2638,80,2.79,2020,Spring,"Fu, T"
66882,2638,222,2.11,2020,Spring,"Fu, T"
66883,2638,139,2.23,2020,Spring,"Haynie, M"
66884,2638,43,3.41,2020,Spring,"Haynie, M"
66885,2638,119,2.29,2020,Spring,"Liu, D"
66887,2638,134,2.51,2020,Spring,"Liu, D"
66889,2638,323,2.74,2020,Spring,"Patterson, A"
66890,2638,476,3.61,2020,Spring,"Patterson, A"
66891,2638,231,3.6,2020,Spring,"Zhang, C"
66892,2638,343,2.84,2020,Spring,"Zhang, C"
66897,2638,76,2.71,2020,Spring,"Pan, Z"
66900,2638,219,2.96,2020,Spring,"Pan, Z"
70988,2638,467,3.72,2020,Spring,"Singh, A"
70992,2638,220,3.56,2020,Spring,"Singh, A"
66912,2639,132,2.79,2020,Spring,"Wildblood, H"
69581,2639,92,2.08,2020,Spring,"Wildblood, H"
66935,2640,370,3.19,2020,Spring,"Murphy, J"
70660,2641,332,2.64,2020,Spring,"Krishnan, G"
66927,2642,52,3.84,2020,Spring,"Reis, H"
66928,2643,48,3.47,2020,Spring,"Reis, H"
66929,2643,153,2.31,2020,Spring,"Love, J"
70940,2643,229,3.45,2020,Spring,"Love, J"
66931,2643,343,3.85,2020,Spring,"Love, J"
66932,2643,413,3.12,2020,Spring,"Love, J"
66933,2643,295,3.88,2020,Spring,"Reis, H"
66937,2644,460,3.65,2020,Spring,"Barich, J"
68225,2644,477,2.8,2020,Spring,"Barich, J"
69438,2644,49,2.74,2020,Spring,"Barich, J"
66939,2645,273,2.46,2020,Spring,"Wang, P"
66938,2645,420,2.76,2020,Spring,"Wang, P"
66940,2646,139,3.52,2020,Spring,"Allison, J"
65766,2647,358,2.16,2020,Spring,"Block, D;Zhang, M"
65767,2647,349,2.69,2020,Spring,"Block, D;Zhang, M"
65768,2647,123,2.8,2020,Spring,"Block, D;Zhang, M"
64910,2647,85,2.02,2020,Spring,"Almeida de Souza Ramos, J;Ding, Y"
64909,2647,129,2.4,2020,Spring,"Block, D;Zhang, M"
65771,2647,287,3.21,2020,Spring,"Block, D;Zhang, M"
65772,2647,146,3.15,2020,Spring,"Block, D;Zhang, M"
64908,2647,277,3.98,2020,Spring,"Almeida de Souza Ramos, J;Ding, Y"
66971,2647,36,3.83,2020,Spring,"Almeida de Souza Ramos, J"
66972,2647,467,2.21,2020,Spring,"Block, D;Zhang, M"
66973,2647,377,3.77,2020,Spring,"Block, D;Zhang, M"
66974,2647,322,2.92,2020,Spring,"Block, D;Zhang, M"
66976,2648,314,3.91,2020,Spring,"Block, D"
66977,2648,271,2.69,2020,Spring,"Xiao, C"
66978,2648,322,2.64,2020,Spring,"Xiao, C"
66979,2648,138,3.39,2020,Spring,"Xiao, C"
67642,2648,477,2.13,2020,Spring,"Block, D"
66980,2649,259,3.59,2020,Spring,"Beck, C"
66981,2650,353,2.66,2020,Spring,"Wildblood, H"
66982,2650,68,2.75,2020,Spring,"Wildblood, H"
66983,2650,91,2.94,2020,Spring,"Wildblood, H"
66984,2650,162,3.35,2020,Spring,"Wildblood, H"
66985,2651,195,3.82,2020,Spring,"Wildblood, H"
70383,2652,336,2.04,2020,Spring,"Stipanovic, D"
66988,2653,298,2.22,2020,Spring,
56990,2654,378,2.88,2020,Spring,"Berg, B"
56991,2654,81,3.27,2020,Spring,"Berg, B"
56989,2655,288,2.15,2020,Spring,"Berg, B"
55592,2656,149,3.32,2020,Spring,"Auriemma, C;Wachtel, J"
58084,2656,386,3.35,2020,Spring,"Trine, A;Wachtel, J"
55590,2656,271,3.68,2020,Spring,"French, I;Wachtel, J"
55591,2656,460,3.68,2020,Spring,"Lydon, E;Wachtel, J"
55588,2656,94,3.73,2020,Spring,"Galvez Barrera, M;Wachtel, J"
55589,2656,58,3.74,2020,Spring,"Staisloff, H;Wachtel, J"
53285,2657,425,3.03,2020,Spring,"Colon, C"
53282,2657,410,3.56,2020,Spring,"Colon, C"
53283,2657,46,3.1,2020,Spring,"Dramin Weiss, S"
53284,2657,396,3.9,2020,Spring,"Colon, C"
37177,2658,152,3.43,2020,Spring,"Kirk, K;Tai, Y"
10164,2659,196,3.91,2020,Spring,
37186,2659,109,3.06,2020,Spring,"Ritten, K"
37310,2660,418,3.52,2020,Spring,"Angulo Jimenez, H;Rispoli, M"
40267,2661,447,3.96,2020,Spring,"Shende, S;Soleimanifar, S"
61492,2662,304,2.87,2020,Spring,
37322,2663,63,3.19,2020,Spring,"Bottalico, P;Smith, H"
37376,2663,315,3.17,2020,Spring,"Bottalico, P;Smith, H"
47515,2663,428,2.12,2020,Spring,"Bottalico, P;Smith, H"
37382,2663,413,3.89,2020,Spring,"Bottalico, P"
37321,2663,113,3.65,2020,Spring,"Bottalico, P"
37319,2663,333,3.36,2020,Spring,"Bottalico, P;Smith, H"
63728,2663,448,3.09,2020,Spring,"Bottalico, P;Smith, H"
47514,2663,166,3.01,2020,Spring,"Bottalico, P;Smith, H"
53352,2664,106,3.87,2020,Spring,"Chambers, R"
63610,2665,357,3.51,2020,Spring,"Channell, M;Sandstrom, L"
66099,2666,293,3.32,2020,Spring,"Dang, M;Flaherty, M;Moy, A"
70635,2667,45,2.22,2020,Spring,"Monson, B"
54624,2668,345,3.11,2020,Spring,"Parsons, C;Sullivan, A"
54626,2668,184,3.9,2020,Spring,"Parsons, C;Sullivan, A"
54625,2669,299,3.79,2020,Spring,"Hahn, L;Paolella, A"
54967,2669,444,2.09,2020,Spring,"Hahn, L;Paolella, A"
53319,2670,201,3.76,2020,Spring,"Lawrence, A"
53321,2670,354,2.39,2020,Spring,"Mendes, C"
53831,2671,370,2.67,2020,Spring,"Dahman, J;Olson, J"
53829,2671,416,2.03,2020,Spring,"Hannah, D"
53830,2671,204,3.76,2020,Spring,"Dahman, J;Hannah, D;Mendes, C;Olson, J"
37411,2672,26,3.66,2020,Spring,"Ishikawa, K"
66832,2673,473,3.93,2020,Spring,"Channell, M"
40391,2674,85,2.86,2020,Spring,"Shahsavarani, S"
37424,2675,26,2.69,2020,Spring,"Flaherty, M;Thomas, J"
66826,2676,484,2.53,2020,Spring,"Lawrence, A"
39053,2677,37,3.27,2020,Spring,"Mertes, I"
37428,2678,427,3.59,2020,Spring,"Brown, M"
66106,2679,282,2.13,2020,Spring,"Lawrence, A"
54064,2679,471,4,2020,Spring,"Lawrence, A"
54065,2679,481,2.16,2020,Spring,"Reidy, B"
63715,2679,23,2.75,2020,Spring,"Reidy, B"
66827,2680,321,2.81,2020,Spring,"Chambers, R"
66828,2681,412,3.58,2020,Spring,"Reidy, B"
51029,2682,143,3.65,2020,Spring,"Hengst, J"
37452,2683,449,3.29,2020,Spring,"Olson, J"
59413,2683,21,3.1,2020,Spring,
52167,2683,446,3.2,2020,Spring,"Mendes, C;Olson, J"
53323,2683,213,3.8,2020,Spring,
37446,2683,494,2.37,2020,Spring,"Mendes, C"
37448,2683,71,2.84,2020,Spring,"Dahman, J"
70633,2684,45,3.42,2020,Spring,"Hadley, P"
37467,2685,444,2.07,2020,Spring,"Hadley, P"
64209,2686,148,2.62,2020,Spring,"Husain, F"
64207,2686,325,3.31,2020,Spring,"Aronoff, J"
61007,2686,391,2.15,2020,Spring,"Hengst, J"
63128,2686,364,2.94,2020,Spring,"Hahn, L"
59757,2686,166,2.84,2020,Spring,"Bottalico, P"
59756,2686,37,3.87,2020,Spring,"Hadley, P"
66235,2686,239,3.08,2020,Spring,"Mudar, R"
55625,2687,448,3.77,2020,Spring,"McDonald, R;Moon, C;Steward, D"
34312,2687,475,3.51,2020,Spring,"Avalos, M;Marshall, A"
60802,2687,357,3.48,2020,Spring,"Avalos, M;Marshall, A"
70589,2688,100,3.6,2020,Spring,"Krueger, J"
55109,2689,237,3.43,2020,Spring,"Kozak, M"
46755,2690,311,3.26,2020,Spring,"Clarke, C"
65458,2691,334,3.89,2020,Spring,"Baugh, J;Mendenhall, R"
70590,2692,205,3.14,2020,Spring,"Buckley, C"
70591,2693,230,2.9,2020,Spring,"Clarke, C;Puckett, C"
34357,2694,268,2.7,2020,Spring,"Kozak, M;Rasheed, U"
63815,2695,48,3.1,2020,Spring,"McKee, M"
63816,2695,474,2.41,2020,Spring,"McKee, M"
63817,2695,370,3.36,2020,Spring,"McKee, M"
46859,2696,108,3.58,2020,Spring,"O'Dowd, K;Schneider, M"
51515,2697,273,3.12,2020,Spring,"Peach, M"
38967,2698,319,3.44,2020,Spring,"Clarke, C"
34374,2699,230,3.57,2020,Spring,"Hernandez, J;Singh, A"
69391,2699,426,3.75,2020,Spring,"Atiles Osoria, J;Hamideh, A"
69591,2699,500,3.75,2020,Spring,"Lee, M;Zayed, H"
62952,2700,396,3.56,2020,Spring,"Atiles Osoria, J"
34362,2701,448,3.66,2020,Spring,"Steward, D"
47203,2702,266,3.47,2020,Spring,"Gifford, H;Leicht, K"
55808,2702,33,2.28,2020,Spring,"Ginsburg, R;Schneider, M"
69187,2703,342,3.48,2020,Spring,"Marshall, A;Teimourigerdeh, A"
67363,2704,92,3.75,2020,Spring,"Steward, D"
34393,2705,357,3.26,2020,Spring,"Levine, P;Redstone, I"
53272,2706,53,3.89,2020,Spring,"Redstone, I"
47181,2706,47,3.19,2020,Spring,"Clarke, C;Puckett, C"
10051,2707,350,3.3,2020,Spring,"McNulty, D"
67640,2708,280,2.77,2020,Spring,"Copas, K;Liao, T"
69189,2709,289,3.63,2020,Spring,"Atiles Osoria, J"
71037,2709,241,2.84,2020,Spring,"Atiles Osoria, J"
10046,2710,94,3.9,2020,Spring,
10215,2710,374,3.28,2020,Spring,
34397,2711,453,2.52,2020,Spring,"Copas, K;Liao, T"
51765,2712,34,2.75,2020,Spring,"Bayat, A"
34465,2713,466,2.19,2020,Spring,"Liao, T"
10054,2714,440,3.9,2020,Spring,
64069,2715,119,3.49,2020,Spring,"Leicht, K"
51544,2716,156,2.02,2020,Spring,
51487,2717,499,2.58,2020,Spring,
32828,2718,305,3.21,2020,Spring,"Earls Larrison, T"
32827,2718,60,3.25,2020,Spring,"Earls Larrison, T"
50351,2718,384,3.69,2020,Spring,"Cantoni, N"
59513,2719,150,3.51,2020,Spring,"Garthe, R"
63536,2720,274,3.65,2020,Spring,"Andrade, F"
70542,2721,444,3.65,2020,Spring,"Kirk, G"
58396,2722,195,3.66,2020,Spring,"Carter-Black, J;Clary, K"
52693,2722,396,3.89,2020,Spring,"Goffnett, J"
64574,2723,180,2.24,2020,Spring,"Livny, A"
62041,2723,456,3.79,2020,Spring,
71226,2723,28,2.08,2020,Spring,"Mauck, C"
57394,2724,132,3.38,2020,Spring,"Lough, B"
69213,2725,45,2.74,2020,Spring,"McDonald, H"
60166,2726,25,3.52,2020,Spring,"Crowell, D"
57419,2727,282,2.02,2020,Spring,"Lough, B"
57420,2727,253,2.54,2020,Spring,"Ginsburg, R;Stephens, N"
57395,2728,176,3.74,2020,Spring,"Wilson Smith, C"
55520,2729,33,3.46,2020,Spring,"Miller, D"
64356,2729,296,3.94,2020,Spring,"Li, F"
57400,2730,136,3.81,2020,Spring,"Candler, D"
70618,2731,294,2.23,2020,Spring,"Hensold, K"
58706,2732,454,3.58,2020,Spring,"Wegmann, K"
58705,2732,161,2.76,2020,Spring,"Schneider, W"
67582,2733,378,2.73,2020,Spring,"Mauck, C"
32836,2734,276,3.92,2020,Spring,"Kim, H"
32837,2735,197,3.62,2020,Spring,"Piedra, L"
55701,2735,414,3.92,2020,Spring,"Goffnett, J"
58704,2736,329,3.83,2020,Spring,"Munoz-Najar, J"
57416,2737,284,3.84,2020,Spring,"Munoz-Najar, J"
64992,2737,449,3.86,2020,Spring,"Rice, K"
64993,2737,320,3.91,2020,Spring,"Faulkner, S"
62043,2738,145,2.77,2020,Spring,
62042,2739,394,2.73,2020,Spring,
71245,2739,487,2.33,2020,Spring,"Wegmann, K"
71240,2739,50,2.64,2020,Spring,"Garthe, R"
32838,2740,241,3.65,2020,Spring,"Harden, K"
61015,2741,457,2.56,2020,Spring,"Leytham Powell, T"
60168,2741,447,2.19,2020,Spring,"Miller, D"
32842,2742,114,2.52,2020,Spring,"Tan, K"
32844,2743,175,3.73,2020,Spring,"Lindsey, B"
32843,2743,330,4,2020,Spring,"Lindsey, B"
32845,2744,250,2.58,2020,Spring,"Shea, T"
59404,2745,87,3.82,2020,Spring,"Cintron, V"
65453,2745,184,3.92,2020,Spring,"Aviram, A"
53203,2745,194,3.94,2020,Spring,"Cintron, V"
69680,2745,213,3.76,2020,Spring,"McKean, T"
32856,2745,216,2.49,2020,Spring,"White-Gibson, N"
32857,2745,425,2.66,2020,Spring,"Kingery, L"
32830,2746,52,3.8,2020,Spring,"Larrison, C"
46588,2746,397,2.21,2020,Spring,"Larrison, C"
69044,2747,430,3.77,2020,Spring,"Campbell, C"
67788,2747,220,3.99,2020,Spring,"Harden, K"
71033,2747,265,2.01,2020,Spring,"Dunlap Johnson, K"
32831,2748,243,3.48,2020,Spring,"Gulbrandson-Andrews, H"
57785,2748,114,2.54,2020,Spring,"Gulbrandson-Andrews, H"
32834,2749,290,3.89,2020,Spring,"Wilson Smith, C"
32833,2749,155,3.92,2020,Spring,"Wegmann, K"
69045,2750,427,3.55,2020,Spring,"Zhan, M"
50889,2751,140,2.66,2020,Spring,"Minarik, J"
57786,2751,234,2.48,2020,Spring,"Sinha, G"
46590,2752,341,2.31,2020,Spring,"Mauck, C"
32848,2753,270,3.16,2020,Spring,"Clapper, D"
32849,2753,267,2.63,2020,Spring,"Bragg, M"
48456,2753,279,2.44,2020,Spring,"Escobar-Sawicki, C"
57404,2753,228,2.22,2020,Spring,"McDonald, H"
69559,2754,392,3.18,2020,Spring,"Escobar-Sawicki, C;Maurer, M;McDonald, H"
32864,2755,454,3.95,2020,Spring,"Tan, K"
32865,2755,355,2.28,2020,Spring,"Tan, K"
60763,2756,404,3.93,2020,Spring,"Chen, D;Huang, W;Mohd Hajaraih, S"
62325,2756,389,3.32,2020,Spring,"Chen, D;Huang, W;Mohd Hajaraih, S"
67351,2756,479,3.4,2020,Spring,"Li, H"
53251,2757,231,3.55,2020,Spring,"Weiss, L"
69681,2757,283,3.83,2020,Spring,"Weiss, L"
70815,2757,155,3.85,2020,Spring,"Crowell, D"
48972,2757,288,3.94,2020,Spring,"Kingery, L"
32853,2757,482,2.33,2020,Spring,"Ostler, T"
43836,2758,428,3.83,2020,Spring,"Liechty, J"
59402,2758,131,3.81,2020,Spring,"Dunlap Johnson, K"
62567,2758,107,3.94,2020,Spring,"Campbell, C"
57787,2759,332,2.83,2020,Spring,"Minarik, J"
10062,2760,456,3.61,2020,Spring,
64294,2760,398,3.85,2020,Spring,"Miller, D"
69215,2760,47,3.97,2020,Spring,"McDonald, H"
43837,2760,394,2.44,2020,Spring,"Liechty, J"
43838,2760,372,2.29,2020,Spring,"Dunlap Johnson, K"
71202,2761,326,3.67,2020,Spring,"Tan, K"
70398,2762,161,3.99,2020,Spring,"Smith, D"
32863,2763,395,2.13,2020,Spring,"Auter, C"
57784,2763,206,3.56,2020,Spring,"Havlicek, J"
32861,2764,279,3.68,2020,Spring,"Kopels, S"
32862,2764,291,3.68,2020,Spring,"Kopels, S"
50912,2765,69,3.04,2020,Spring,"Zhan, M"
66100,2766,433,3.14,2020,Spring,"Waters, M;Yarrington, K"
65385,2766,256,2.48,2020,Spring,"Bedialauneta Txurruka, I;Waters, M"
65386,2767,261,3.52,2020,Spring,"Burga Cahuana, C;Waters, M"
35030,2768,342,3.52,2020,Spring,"Jimenez, B;Waters, M"
35033,2768,202,3.2,2020,Spring,"Burga Cahuana, C;Waters, M"
35037,2768,169,3.42,2020,Spring,"Jimenez, B;Waters, M"
35040,2768,192,3.65,2020,Spring,"Gastanaga, K;Waters, M"
35066,2768,291,2.93,2020,Spring,"Garcia Angulo, L;Waters, M"
35051,2768,271,2.4,2020,Spring,"Garcia Angulo, L;Waters, M"
35054,2768,321,3.98,2020,Spring,"Waters, M"
35057,2768,378,2.91,2020,Spring,"Jimenez, B;Waters, M"
35061,2768,36,3.19,2020,Spring,"Waters, M"
35045,2768,243,3.78,2020,Spring,"Garcia Angulo, L;Waters, M"
64811,2769,207,3.01,2020,Spring,"Vizcarra Catalan, M;Waters, M"
64810,2769,311,3.86,2020,Spring,"Massip Formenov, D;Waters, M"
64812,2769,286,3.1,2020,Spring,"Perez-Astros, D;Waters, M"
64813,2769,391,2.61,2020,Spring,"Massip Formenov, D;Waters, M"
64814,2769,351,3.6,2020,Spring,"Alarcon, L;Waters, M"
64815,2769,276,3.56,2020,Spring,"Barboza Torres, J;Waters, M"
64816,2769,238,2.28,2020,Spring,"Alarcon, L;Waters, M"
64817,2769,393,2.52,2020,Spring,"Bedialauneta Txurruka, I;Waters, M"
64818,2769,123,2.26,2020,Spring,"Bernardo Sanchez, L;Waters, M"
64819,2769,435,3.09,2020,Spring,"Albernaz Siqueira, C;Waters, M"
64820,2769,390,3.83,2020,Spring,"Perez-Astros, D;Waters, M"
64821,2769,360,3.19,2020,Spring,"Perez-Astros, D;Waters, M"
64822,2769,151,3.82,2020,Spring,"Pinilla Gomez, L;Waters, M"
64823,2769,21,2.81,2020,Spring,"Waters, M"
64824,2769,279,2.96,2020,Spring,"Albernaz Siqueira, C;Waters, M"
64825,2769,414,2.44,2020,Spring,"Waters, M"
64826,2769,94,2.95,2020,Spring,"Albernaz Siqueira, C;Waters, M"
64830,2769,158,2.76,2020,Spring,"Alarcon, L;Waters, M"
35090,2770,389,2.58,2020,Spring,"Carollo, B;Nuila, E"
35092,2770,197,2.48,2020,Spring,"Carollo, B;La Gioia, F"
35094,2770,476,2.25,2020,Spring,"Carollo, B;Massip Formenov, D"
35097,2770,38,3.05,2020,Spring,"Carollo, B;La Gioia, F"
35193,2770,347,3.86,2020,Spring,"Carollo, B"
35195,2770,382,2.22,2020,Spring,"Carollo, B;La Gioia, F"
35198,2770,37,2.18,2020,Spring,"Carollo, B"
35099,2770,338,3.65,2020,Spring,"Carollo, B;Ibarretxe Diego, A"
47438,2771,254,3.39,2020,Spring,"Carollo, B;Regoyo, A"
47439,2771,223,3.71,2020,Spring,"Carollo, B;Haker, P"
35219,2771,366,3.46,2020,Spring,"Carollo, B;Icardo Isasa, A"
39999,2771,475,2.02,2020,Spring,"Carollo, B;Haker, P"
43344,2771,206,2.23,2020,Spring,"Carollo, B;Regoyo, A"
43345,2771,367,2.13,2020,Spring,"Carollo, B;Vazquez-Lozares, A"
35221,2771,341,3.48,2020,Spring,"Carollo, B;Garcia Plazaola, I"
62070,2771,398,3.18,2020,Spring,"Carollo, B;Haker, P"
47642,2772,340,3.92,2020,Spring,"Arruti Iparraguirre, M;Henshaw, F"
35227,2772,284,3.49,2020,Spring,"Anton Lobato, M;Henshaw, F"
35247,2773,238,3.61,2020,Spring,"Cummings, L;Henshaw, F"
47453,2773,62,3.41,2020,Spring,"Henshaw, F;Regoyo, A"
35274,2774,45,2.77,2020,Spring,"Arruti Iparraguirre, M;Henshaw, F"
35282,2774,161,2.81,2020,Spring,"Arruti Iparraguirre, M;Henshaw, F"
47641,2774,367,3.57,2020,Spring,"Henshaw, F;Verhelst, C"
47532,2775,212,3.68,2020,Spring,"Henshaw, F;Hurtado Ruiz, I"
35257,2775,487,3,2020,Spring,"Henshaw, F;Nuila, E"
35258,2775,129,2.29,2020,Spring,"Gastanaga, K;Henshaw, F"
35261,2775,355,2.58,2020,Spring,"Bandin, Y;Henshaw, F"
35271,2775,415,3.22,2020,Spring,"Carollo, B;Henshaw, F"
35262,2775,178,3.37,2020,Spring,"Henshaw, F;Ibarretxe Diego, A"
35265,2775,474,3.58,2020,Spring,"Garcia Plazaola, I;Henshaw, F"
52358,2775,357,2.15,2020,Spring,"Barboza Torres, J;Henshaw, F"
47533,2775,138,3.22,2020,Spring,"Henshaw, F;Parodi, M"
52884,2775,64,3.62,2020,Spring,"Anton Lobato, M;Henshaw, F"
52885,2775,434,2.36,2020,Spring,"Alvarez Tamayo, A;Henshaw, F"
35295,2776,426,3.96,2020,Spring,"Abbott, A;Vicente Urrutia, J"
43286,2776,391,3.21,2020,Spring,"Abbott, A;Lugo Velez, M"
47952,2776,271,2.59,2020,Spring,"Abbott, A"
49890,2777,410,3.65,2020,Spring,"Gallegos Perez, C"
49941,2778,392,2.11,2020,Spring,"VanDyne, K"
61548,2778,76,3.58,2020,Spring,"VanDyne, K"
61549,2778,166,2.49,2020,Spring,"Jegerski, J"
62831,2778,445,2.27,2020,Spring,"Mostacero Pinilla, C"
63754,2779,424,2.76,2020,Spring,"Goldman, D"
49951,2780,195,3.86,2020,Spring,"Cummings, L"
66504,2780,349,3.19,2020,Spring,"Hualde, J"
63285,2781,448,3.83,2020,Spring,"Montrul, S"
63313,2782,92,3.71,2020,Spring,"Icardo Isasa, A"
63312,2782,499,3.6,2020,Spring,"Navejas, D"
58793,2782,183,2.51,2020,Spring,"Henshaw, F"
66502,2783,262,3.73,2020,Spring,"Martinez-Quiroga, P"
49963,2783,425,2.92,2020,Spring,"Martinez-Quiroga, P"
54423,2784,37,3.67,2020,Spring,"Martinez-Quiroga, P"
54425,2785,489,3.51,2020,Spring,"Melendez, M"
49961,2786,219,3.86,2020,Spring,"Fornoff, C"
47945,2787,41,2.03,2020,Spring,"Abbott, A"
35585,2788,489,2,2020,Spring,
59984,2789,264,2.28,2020,Spring,"MacDonald, J"
59985,2789,60,3.4,2020,Spring,"MacDonald, J"
49967,2790,46,2.5,2020,Spring,"Escobar, A"
49966,2790,188,3.53,2020,Spring,"Escobar, A"
54429,2791,209,3.52,2020,Spring,"Tolliver, J"
47954,2791,135,3.71,2020,Spring,"Tolliver, J"
52372,2792,459,2.02,2020,Spring,"Fornoff, C"
52373,2792,376,2.61,2020,Spring,"Fornoff, C"
10103,2793,56,2.54,2020,Spring,
10106,2794,176,2.68,2020,Spring,
44410,2795,336,2.64,2020,Spring,"Irigoyen Garcia, J"
41606,2796,201,2.16,2020,Spring,
34501,2797,41,3.75,2020,Spring,"Patton, K"
34495,2797,234,3.82,2020,Spring,"Bentz, J"
44819,2798,303,2.49,2020,Spring,"Williams, M"
34513,2799,140,2.34,2020,Spring,"Nasr, M;Shriner, J"
66249,2800,32,3.8,2020,Spring,"Christianson, K"
10125,2800,219,2.76,2020,Spring,
10082,2800,68,3.03,2020,Spring,
49914,2801,289,3.46,2020,Spring,"Wolowiec-Fisher, K"
68205,2802,114,2.88,2020,Spring,"Francis, K;Kalantzis, M;Mattingly, S;Tzirides, A"
69071,2802,215,2.89,2020,Spring,"Francis, K;Kalantzis, M;Mattingly, S;Tzirides, A"
34527,2803,128,3.72,2020,Spring,"Shriner, J"
34530,2804,303,2.4,2020,Spring,"Birri, N"
34533,2805,481,3.97,2020,Spring,"Hacker, R;Ramos-Torres, S"
34535,2806,83,3.66,2020,Spring,"Lee, S"
46231,2807,295,3.93,2020,Spring,"Wolowiec-Fisher, K"
34545,2808,117,3.74,2020,Spring,"Light Shriner, C"
70574,2809,181,2.61,2020,Spring,"Bentz, J"
65700,2809,25,3.26,2020,Spring,"Bentz, J"
69076,2809,379,3.04,2020,Spring,"Bentz, J"
70575,2809,309,3.82,2020,Spring,"Bentz, J"
65699,2809,168,3.52,2020,Spring,"Bentz, J"
70576,2809,42,3.5,2020,Spring,"Bentz, J"
34558,2810,385,3.34,2020,Spring,"Andrews, L"
34560,2810,196,2.6,2020,Spring,"Andrews, L"
34552,2810,486,2.8,2020,Spring,"Ostrosky, M"
34553,2810,424,2.05,2020,Spring,"Ostrosky, M"
34556,2810,379,3.74,2020,Spring,"Andrews, L"
39763,2810,426,3.6,2020,Spring,"Carey, Y"
34565,2811,150,2.72,2020,Spring,"Hardy, J"
49427,2811,279,2.49,2020,Spring,"Carey, Y"
34656,2812,433,3.2,2020,Spring,"Hardy, J"
55853,2813,27,3.03,2020,Spring,"Corr, C;Krippel, M"
47933,2814,483,2.49,2020,Spring,"Dymond, S"
48213,2814,471,2.05,2020,Spring,"Meadan-Kaplansky, H"
47969,2814,474,3.42,2020,Spring,"Miller, D"
34878,2815,344,3.92,2020,Spring,"Meadan-Kaplansky, H"
60450,2816,196,3.25,2020,Spring,"Findley, K"
37477,2816,286,3.32,2020,Spring,"Flanagan, K"
37478,2816,73,3.35,2020,Spring,"Flanagan, K"
69495,2817,151,3.24,2020,Spring,"Saha, D"
54321,2817,120,3.38,2020,Spring,"Wang, Y"
67087,2817,226,3.51,2020,Spring,"Fireman, E"
48326,2817,438,3.55,2020,Spring,"Simpson, D"
48327,2817,38,3.57,2020,Spring,"Fireman, E"
39280,2817,224,2.6,2020,Spring,"Barbehenn, A"
43774,2817,462,3.05,2020,Spring,"Zhu, C"
69494,2817,307,2.93,2020,Spring,"Warner, A"
61857,2818,479,3.62,2020,Spring,"Findley, K"
63553,2819,274,3.57,2020,Spring,"Eck, D"
71019,2819,115,3.92,2020,Spring,"Nguyen, H"
36144,2820,375,2.67,2020,Spring,"Nguyen, H"
36148,2820,214,2.31,2020,Spring,"Yu, A"
60239,2820,475,3.56,2020,Spring,"Yu, A"
36143,2820,310,2.91,2020,Spring,"Yu, A"
36134,2820,357,3.48,2020,Spring,"Nguyen, H"
60237,2820,60,3.72,2020,Spring,"Yu, A"
36138,2820,146,3.75,2020,Spring,"Yu, A"
36133,2820,387,3.85,2020,Spring,"Yu, A"
36152,2821,346,3.38,2020,Spring,"Stepanov, A"
36151,2821,391,3.72,2020,Spring,"Stepanov, A"
61862,2821,364,3.97,2020,Spring,"Stepanov, A"
61863,2821,449,2.93,2020,Spring,"Stepanov, A"
63556,2821,82,2.67,2020,Spring,"Stepanov, A"
63558,2821,451,3.09,2020,Spring,"Stepanov, A"
